School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020),Location 1
P.S. 62 - BRONX,X,8,ELECTRICAL WORK FOR A/C INITIATIVE / LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,123800,CIP,X062,660 FOX STREET,Bronx,10455,BRONX,40.814031,-73.900609,202,17,2005089,2026830065,83,BX0202,"(40.814031, -73.900609)"
I.S. 394 - BROOKLYN,K,17,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS,17384000,CIP,K210,188 ROCHESTER AVENUE,Brooklyn,11213,BROOKLYN,40.672762,-73.927973,308,36,3036289,3013670022,347,BK0802,"(40.672762, -73.927973)"
E NY VOC HS OF TRANSIT TECH.-K,K,19,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS,27420000,CIP,K615,1 WELLS STREET,Brooklyn,11208,BROOKLYN,40.678276,-73.87596,305,37,3327249,3041550075,1196,BK0505,"(40.678276, -73.87596)"
P.S. 112 - MANHATTAN,M,4,FULL PROGRAM ACCESSIBILITY,30910000,CIP,M112,535 EAST 119 STREET,Manhattan,10035,MANHATTAN,40.796668,-73.930966,111,8,1084005,1018160001,192,MN1102,"(40.796668, -73.930966)"
P.S. 108 - BRONX,X,11,Addition,61870000,CAP,X108,1166 NEILL AVENUE,Bronx,10461,BRONX,40.854726,-73.853227,211,13,2048608,2042750001,288,BX1102,"(40.854726, -73.853227)"
P.S. 303 - QUEENS,Q,28,EXTERIOR MASONRY / PARAPETS / ROOF REPLACEMENT,5063000,CIP,Q003,68-60 110TH STREET,Queens,11375,QUEENS,40.7261,-73.843502,406,29,4607345,4022180021,739,QN0602,"(40.7261, -73.843502)"
EDUCATIONAL CAMPUS @ 500 19 STREET - BROOKLYN,K,15,Lease,15400000,CAP,K280,500 19 STREET,Brooklyn,11215,BROOKLYN,40.656944,-73.983115,307,39,3017307,3008890001,1502,BK0701,"(40.656944, -73.983115)"
P.S. 229 - BROOKLYN,K,20,FY23 RESO A LIBRARY UPGRADE,491400,CIP,K229,1400 BENSON AVENUE,Brooklyn,11228,BROOKLYN,40.610963,-74.013376,311,50,3167212,3063910024,170,BK1102,"(40.610963, -74.013376)"
P.S. 156 - QUEENS,Q,29,FY22 RESO A ELECTRICAL UPGRADE,260810,CIP,Q156,229-02 137 AVENUE,Queens,11413,QUEENS,40.673069,-73.743173,413,31,4283015,4131700012,646,QN1305,"(40.673069, -73.743173)"
P.S. 380 - BROOKLYN,K,14,FULL PROGRAM ACCESSIBILITY,11356000,CIP,K380,370 MARCY AVENUE,Brooklyn,11206,BROOKLYN,40.702427,-73.952985,301,33,3061235,3022360009,53101,BK0103,"(40.702427, -73.952985)"
M094 SPED - MANHATTAN,M,2,FY20 RESO A PLAYGROUND UPGRADE,60000,CIP,M340,590 SIXTH AVENUE,Manhattan,10011,MANHATTAN,40.739178,-73.9955,105,3,1068261,1008187501,54,MN0501,"(40.739178, -73.9955)"
"HS FOR CONST.TRADES,ENGG.,& ARCH-Q",Q,27,FY19 RESO A AUDITORIUM UPGRADE,475000,CIP,Q650,94-06 104 STREET,Queens,11416,QUEENS,40.689591,-73.840717,409,29,4438609,4093810044,114,QN0904,"(40.689591, -73.840717)"
P.S. 206 - QUEENS,Q,28,Addition,39411000,CAP,Q206,61-01 97TH PLACE,Queens,11374,QUEENS,40.734272,-73.861556,406,24,4000000,4020830123,71702,QN0601,"(40.734272, -73.861556)"
P.S. 85 - QUEENS,Q,30,FY21 RESO A CAFETERIA UPGRADE / PATH OF TRAVEL RESO A CAFETERIA UPGRADE,619000,CIP,Q085,23-70 31 STREET,Queens,11105,QUEENS,40.772932,-73.914625,401,22,4017485,4008420031,115,QN0101,"(40.772932, -73.914625)"
P.S. 112 - BRONX,X,11,FY19 RESO A AUDITORIUM UPGRADE,64700,CIP,X112,1925 SCHIEFFELIN AVENUE,Bronx,10466,BRONX,40.885008,-73.843193,212,12,2065991,2049050500,458,BX1202,"(40.885008, -73.843193)"
P.S. 76 - MANHATTAN,M,3,EXTERIOR MASONRY / ROOFS / WINDOWS,14211000,CIP,M076,220 WEST 121 STREET,Manhattan,10027,MANHATTAN,40.806768,-73.951061,110,9,1058470,1019260017,220,MN1001,"(40.806768, -73.951061)"
P.S. 414 - BROOKLYN,K,14,EXTERIOR MASONRY / FLOOD ELIMINATION / FY22 RESO A PLAYGROUND UPGRADE / PARAPETS / PATH OF TRAVEL PLAYGROUND UPGRADE / ROOFS / SITE WORK / WINDOWS,27500000,CIP,K019,325 SOUTH 3 STREET,Brooklyn,11211,BROOKLYN,40.709647,-73.95465,301,34,3063188,3024230001,527,BK0102,"(40.709647, -73.95465)"
Q075 SPED - QUEENS,Q,28,LSP DOMESTIC WATER HEATER,148607.82,CIP,Q048,155-02 108 AVENUE,Queens,11433,QUEENS,40.694119,-73.797003,412,28,4216099,4101440042,25401,QN1202,"(40.694119, -73.797003)"
P.S. 316 - BROOKLYN,K,17,LSP- CONDENSATE PUMP & STEAM TRAP REPLACEMENT,400000,CIP,K316,750 CLASSON AVENUE,Brooklyn,11238,BROOKLYN,40.6744,-73.960254,308,35,3029246,3011670018,215,BK0801,"(40.6744, -73.960254)"
BX ENGINEERING & TECH ACADEMY - X,X,10,TENNIS COURT REMEDIATION,3649979,CIP,X476,99 TERRACE VIEW AVENUE,Bronx,10463,BRONX,40.877105,-73.912256,208,10,1064532,1022150080,309,BX0802,"(40.877105, -73.912256)"
P.S. 272 - BROOKLYN,K,18,FY23 RESO A MULTIMEDIA CENTER / PATH OF TRAVEL RESO A MULTIMEDIA CENTER,510230,CIP,K272,101-24 SEAVIEW AVENUE,Brooklyn,11236,BROOKLYN,40.635916,-73.886412,318,46,3235262,3083290250,103401,BK1803,"(40.635916, -73.886412)"
P.S. 188 - BROOKLYN,K,21,COVID VENTILATION,4820000,CIP,K188,3314 NEPTUNE AVENUE,Brooklyn,11224,BROOKLYN,40.577217,-74.000194,313,47,3188726,3070060001,328,BK1302,"(40.577217, -74.000194)"
P.S. 31 - QUEENS,Q,26,CHIMNEY LINER REPLACEMENT / EXTERIOR MASONRY / PARAPETS / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / REINFORCING SUPPORT ELEMENTS / ROOFS,14330000,CIP,Q031,211-45 46 ROAD,Queens,11361,QUEENS,40.757064,-73.770122,411,19,4156949,4073160018,1447,QN1102,"(40.757064, -73.770122)"
GROVER CLEVELAND HS - QUEENS,Q,24,SCIENCE LAB UPGRADES,2309400,CIP,Q485,21-27 HIMROD STREET,Queens,11385,QUEENS,40.711033,-73.908814,405,30,4080227,4033630001,59501,QN0502,"(40.711033, -73.908814)"
Q811 SPED - QUEENS,Q,29,FIRE ALARM REPLACEMENT / FULL PROGRAM ACCESSIBILITY,13821000,CIP,Q822,114-36 202ND STREET,Queens,11412,QUEENS,40.699646,-73.752519,412,27,4236757,4110180021,520,QN1205,"(40.699646, -73.752519)"
P.S. 155 - MANHATTAN,M,4,FIRE ALARM SYSTEM / FLOOD ELIMINATION / FULL PROGRAM ACCESSIBILITY,13631919,CIP,M155,319 EAST 117 STREET,Manhattan,10035,MANHATTAN,40.797302,-73.936365,111,8,1052986,1016890005,188,MN1102,"(40.797302, -73.936365)"
P.S. 305 - QUEENS,Q,24,FY22 RESO A AUDITORIUM UPGRADE,60000,CIP,Q245,378 SENECA AVENUE,Queens,11385,QUEENS,40.707121,-73.914998,405,34,4538307,4034280015,53901,QN0502,"(40.707121, -73.914998)"
I.S. 340 - BROOKLYN,K,13,LEAD SERVICE LINE,101344,CIP,K874,227 STERLING PLACE,Brooklyn,11238,BROOKLYN,40.676094,-73.97038,308,35,3029060,3011640057,163,BK0801,"(40.676094, -73.97038)"
P.S. 185 - MANHATTAN,M,3,IPDVS FULL CAMERA UPGRADE / IPDVS INSTALLATION,539000,CIP,M185,20 WEST 112 STREET,Manhattan,10026,MANHATTAN,40.798511,-73.949251,110,9,1051410,1015950015,186,MN1001,"(40.798511, -73.949251)"
P.S. 153 - BRONX,X,11,IPDVS INSTALLATIONS,485000,CIP,X153,650 BAYCHESTER AVENUE,Bronx,10475,BRONX,40.872608,-73.833727,210,12,2097470,2051410150,46205,BX1004,"(40.872608, -73.833727)"
J.H.S. 67 - QUEENS,Q,26,EXTERIOR MASONRY / PARAPETS / ROOFS,9706300,CIP,Q067,51-60 MARATHON PARKWAY,Queens,11362,QUEENS,40.762708,-73.733694,411,19,4170797,4082210012,150701,QN1103,"(40.762708, -73.733694)"
P.S. 181 - QUEENS,Q,29,LSP- DOMESTIC WATER HEATER,11259.93,CIP,Q181,148-15 230 STREET,Queens,11413,QUEENS,40.656126,-73.753207,413,31,4291453,4137180001,694,QN1306,"(40.656126, -73.753207)"
BOYS & GIRLS HS - BROOKLYN,K,16,EXTERIOR MASONRY,2873000,CIP,K455,1700 FULTON STREET,Brooklyn,11213,BROOKLYN,40.67944,-73.932407,303,36,3047996,3017010001,271,BK0302,"(40.67944, -73.932407)"
RICHMOND HILL HS - QUEENS,Q,27,FY22 RESO A LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE,603000,CIP,Q475,89-30 114 STREET,Queens,11418,QUEENS,40.695888,-73.833681,409,29,4195688,4093210001,124,QN0902,"(40.695888, -73.833681)"
K721 SPED - BROOKLYN,K,21,FIRE ALARM SYSTEM REPLACEMENT,2268000,CIP,K722,64 AVENUE X,Brooklyn,11223,BROOKLYN,40.589317,-73.98131,313,47,3385667,3071850020,308,BK1301,"(40.589317, -73.98131)"
CITY-AS-SCHOOL - MANHATTAN,M,2,IPDVS INSTALLATIONS,210000,CIP,M641,16 CLARKSON STREET,Manhattan,10014,MANHATTAN,40.729412,-74.006242,102,3,1009757,1005810054,67,MN0203,"(40.729412, -74.006242)"
FIORELLO LAGUARDIA HS - MANHATTAN,M,3,FY15 RESO A TECHNICAL THEATER SHOP,2393000,CIP,M485,100 AMSTERDAM AVENUE,Manhattan,10023,MANHATTAN,40.773629,-73.985273,107,6,1030341,1011560030,15101,MN0701,"(40.773629, -73.985273)"
P.S. 268 - QUEENS,Q,29,FY18 RESO A ROOFTOP PLAYGROUND,544900,CIP,Q268,92-07 175 STREET,Queens,11433,QUEENS,40.707537,-73.785626,412,27,4217573,4102150001,444,QN1201,"(40.707537, -73.785626)"
P.S. 23 - BROOKLYN,K,14,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,7132000,CIP,K023,545 WILLOUGHBY AVENUE,Brooklyn,11206,BROOKLYN,40.69407,-73.94756,303,36,3048818,3017590013,25901,BK0301,"(40.69407, -73.94756)"
P.S. 42 - QUEENS,Q,27,ELECTRICAL LIGHTING FIXTURES / NON SANDY CLIMATE CONTROL / SANDY - HEATING PLANT / SANDY- ELECTRICAL SYSTEMS / SANDY- FLOOD ELIMINATION / SANDY- HVAC / SANDY- INTERIOR SPACES / SANDY- SANITARY / STORM PIPING,15125767,CIP,Q042,488 BEACH 66 STREET,Queens,11692,QUEENS,40.594538,-73.795304,414,31,4302817,4160390014,964,QN1402,"(40.594538, -73.795304)"
P.S. 398 - BROOKLYN,K,17,PLAYGROUND REDEVELOPMENT,2640000,CIP,K398,60 EAST 94 STREET,Brooklyn,11212,BROOKLYN,40.663559,-73.926959,317,41,3323072,3045950015,882,BK1704,"(40.663559, -73.926959)"
P.S. 26 - QUEENS,Q,26,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,7217000,CIP,Q026,195-02 69 AVENUE,Queens,11365,QUEENS,40.736922,-73.77799,408,23,4153296,4071170421,134702,QN0803,"(40.736922, -73.77799)"
P.S. 90 - BROOKLYN,K,21,FY18 RESO A LIBRARY UPGRADES,72197,CIP,K090,2840 WEST 12 STREET,Brooklyn,11224,BROOKLYN,40.578255,-73.979628,313,47,3196558,3072660040,350,BK1302,"(40.578255, -73.979628)"
I.S. 227 - QUEENS,Q,30,FY20 RESO A SCIENCE LAB UPGRADES,2100000,CIP,Q227,32-02 JUNCTION BOULEVARD,Queens,11369,QUEENS,40.758408,-73.874472,403,21,4034891,4014230001,353,QN0302,"(40.758408, -73.874472)"
P.S. 192 - BROOKLYN,K,20,IPDVS INSTALLATIONS,357000,CIP,K192,4715 18 AVENUE,Brooklyn,11204,BROOKLYN,40.629303,-73.979995,312,44,3128909,3054450001,476,BK1202,"(40.629303, -73.979995)"
P.S. 144 - QUEENS,Q,28,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,9744000,CIP,Q144,69-20 JUNO STREET,Queens,11375,QUEENS,40.715281,-73.852412,406,29,4614902,4032120001,729,QN0602,"(40.715281, -73.852412)"
P.S. 56 - QUEENS,Q,27,FY21 RESO A IPDVS CAMERA INSTALLATION / IPDVS CAMERA INSTALLATION,523800,CIP,Q056,86-10 114 STREET,Queens,11418,QUEENS,40.69919,-73.835299,409,29,4192689,4092260057,130,QN0902,"(40.69919, -73.835299)"
P.S. 8 - BROOKLYN,K,13,FY23 RESO A PLAYGROUND UPGRADE,655802.51,CIP,K008,37 HICKS STREET,Brooklyn,11201,BROOKLYN,40.70071,-73.993241,302,33,3001540,3002110001,1,BK0201,"(40.70071, -73.993241)"
P.S. 166 - MANHATTAN,M,3,FIRE ALARM/MECHANICAL SYSTEMS,1375000,CIP,M166,132 WEST 89 STREET,Manhattan,10024,MANHATTAN,40.788865,-73.971847,107,6,1032308,1012190047,173,MN0702,"(40.788865, -73.971847)"
NEWTOWN HS - QUEENS,Q,24,FY22 RESO A CAFETERIA UPGRADE,240000,CIP,Q455,48-01 90 STREET,Queens,11373,QUEENS,40.741122,-73.874721,404,25,4045629,4018490001,461,QN0401,"(40.741122, -73.874721)"
P.S. 124 - QUEENS,Q,27,FIRE ALARM SYSTEM REPLACEMENT / HVAC CHILLER SYSTEM / VENTILATION,7440000,CIP,Q124,129-15 150 AVENUE,Queens,11420,QUEENS,40.665058,-73.811701,410,28,4257530,4118820001,84602,QN1001,"(40.665058, -73.811701)"
HS FOR HEALTH CAREER & SCIENCE - M,M,6,LOW VOLTAGE ELECTRICAL SYSTEM / SWIMMING POOLS,21673000,CIP,M465,549 AUDUBON AVENUE,Manhattan,10040,MANHATTAN,40.855855,-73.92712,112,10,1076751,1021600018,277,MN1202,"(40.855855, -73.92712)"
3K CENTER @ 365 BAY STREET - STATEN ISLAND,R,31,Lease,7680000,CAP,R105,365 BAY STREET,Staten Is,10301,STATEN IS,40.633326,-74.075253,501,49,5159763,5004880071,21,SI0102,"(40.633326, -74.075253)"
P.S. 224 - BROOKLYN,K,19,AIR CONDENSING UNIT / EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,11224000,CIP,K224,757 WORTMAN AVENUE,Brooklyn,11208,BROOKLYN,40.664075,-73.866092,305,42,3098980,3045300001,1220,BK0505,"(40.664075, -73.866092)"
P.S. 236 - BROOKLYN,K,22,IPDVS INSTALLATIONS,550000,CIP,K236,6302 AVENUE U,Brooklyn,11234,BROOKLYN,40.615998,-73.912989,318,46,3326821,3084640001,698,BK1802,"(40.615998, -73.912989)"
P.S. 88 - BRONX,X,9,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,4779000,CIP,X088,1340 SHERIDAN AVENUE,Bronx,10456,BRONX,40.837275,-73.913574,204,16,2094533,2028300017,17902,BX0403,"(40.837275, -73.913574)"
P.S. 143 - QUEENS,Q,24,ELECTRICAL WORK FOR A/C INITIATIVE,66467.99,CIP,Q908,98-07 38TH AVENUE,Queens,11368,QUEENS,40.750246,-73.867825,403,21,4043936,4017610035,40902,QN0303,"(40.750246, -73.867825)"
I.S. 22 - BRONX,X,9,ELECTRICAL WORK FOR A/C INITIATIVE,15541.36,CIP,X022,270 EAST 167 STREET,Bronx,10456,BRONX,40.833131,-73.914027,204,16,2002410,2024380050,175,BX0401,"(40.833131, -73.914027)"
I.S. 59 - QUEENS,Q,29,FY20 RESO A LIBRARY UPGRADE,593100,CIP,Q059,132-55 RIDGEDALE STREET,Queens,11413,QUEENS,40.68173,-73.753429,412,27,4274083,4127230076,352,QN1205,"(40.68173, -73.753429)"
P.S. 36 - STATEN ISLAND,R,31,FY21 RESO A PLAYGROUND UPGRADE,635000,CIP,R036,255 IONIA AVENUE,Staten Island,10312,STATEN IS,40.543083,-74.182299,503,51,5107742,5062620012,17005,SI0304,"(40.543083, -74.182299)"
J.H.S. 194 - QUEENS,Q,25,ROOFS,4278000,CIP,Q194,154-60 17 AVENUE,Queens,11357,QUEENS,40.78365,-73.807838,407,19,4107342,4047290001,1029,QN0702,"(40.78365, -73.807838)"
SUSAN E. WAGNER HS - STATEN ISLAND,R,31,PATH OF TRAVEL LSP ROOM CONVERSION,80800,CIP,R460,1200 MANOR ROAD,Staten Island,10314,STATEN IS,40.596896,-74.124169,502,50,5146639,5009550100,181,SI0203,"(40.596896, -74.124169)"
P.S. 280 - BRONX,X,10,EXTERIOR MASONRY / PARAPETS / ROOFS,8879000,CIP,X080,149 EAST MOSHOLU PARKWAY NORTH,Bronx,10467,BRONX,40.876299,-73.881532,207,11,2018046,2033360035,419,BX0703,"(40.876299, -73.881532)"
P.S. 99 - QUEENS,Q,28,PLAYGROUND UPGRADE,673000,CIP,Q099,82-37 KEW GARDENS ROAD,Queens,11415,QUEENS,40.711419,-73.828628,409,29,4080168,4033600001,21601,QN0901,"(40.711419, -73.828628)"
P.S. 110 - BROOKLYN,K,14,EXTERIOR MASONRY,1242750,CIP,K110,124 MONITOR STREET,Brooklyn,11222,BROOKLYN,40.723897,-73.942312,301,33,3067144,3026880042,591,BK0101,"(40.723897, -73.942312)"
P.S. 176 - BROOKLYN,K,20,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS,20100110,CIP,K176,1225 69 STREET,Brooklyn,11219,BROOKLYN,40.62457,-74.005314,310,43,3143190,3057740001,196,BK1002,"(40.62457, -74.005314)"
K368 SPED - BROOKLYN,K,14,EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS,20400000,CIP,K033,70 TOMPKINS AVENUE,Brooklyn,11206,BROOKLYN,40.697152,-73.946641,303,36,3048517,3017430018,257,BK0301,"(40.697152, -73.946641)"
IT TAKES A VILLAGE ACADEMY - K,K,18,LIGHTING UPGRADE,613495,CIP,K415,5800 TILDEN AVENUE,Brooklyn,11203,BROOKLYN,40.648657,-73.922171,317,45,3104598,3047420001,936,BK1703,"(40.648657, -73.922171)"
P.S. 132 - MANHATTAN,M,6,BOILER REPAIR / DEFECTIVE WROUGHT IRON FENCE & HANDRAILS / FY16 RESO A PLAYGROUND REDEVELOPMENT / RPZ BACKFLOW PREVENTION DEVICES / WATER INFILTRATION,9862354.98,CIP,M132,185 WADSWORTH AVENUE,Manhattan,10033,MANHATTAN,40.850626,-73.934377,112,10,1063947,1021650026,271,MN1202,"(40.850626, -73.934377)"
I.S. 75 - STATEN ISLAND,R,31,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,10419000,CIP,R075,455 HUGUENOT AVENUE,Staten Island,10312,STATEN IS,40.54438,-74.197897,503,51,5079651,5060500002,17014,SI0303,"(40.54438, -74.197897)"
I.S. 556 - BRONX,X,11,EXTERIOR MASONRY / PARAPETS,6475000,CIP,X135,2441 WALLACE AVENUE,Bronx,10467,BRONX,40.862109,-73.864577,211,13,2051313,2044320001,330,BX1104,"(40.862109, -73.864577)"
BRONX LAB SCHOOL - BRONX,X,11,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS,49990000,CIP,X425,800 EAST GUN HILL ROAD,Bronx,10467,BRONX,40.875953,-73.86197,212,12,2057045,2046330040,372,BX1201,"(40.875953, -73.86197)"
P.S. 29 - STATEN ISLAND,R,31,FLOOD ELIMINATION / PLAYGROUNDS,3086919,CIP,R029,1581 VICTORY BOULEVARD,Staten Island,10314,STATEN IS,40.613604,-74.115988,501,50,5009028,5003310001,147,SI0105,"(40.613604, -74.115988)"
P.S. 118 - QUEENS,Q,29,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,15600000,CIP,Q118,190-20 109 ROAD,Queens,11412,QUEENS,40.703585,-73.765838,412,27,4233850,4109260050,504,QN1205,"(40.703585, -73.765838)"
HS FOR HEALTH CAREER & SCIENCE - M,M,6,SCIENCE LAB,5724000,CIP,M465,549 AUDUBON AVENUE,Manhattan,10040,MANHATTAN,40.855855,-73.92712,112,10,1076751,1021600018,277,MN1202,"(40.855855, -73.92712)"
P.S. 46 - BRONX,X,10,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,10974000,CIP,X046,2760 BRIGGS AVENUE,Bronx,10458,BRONX,40.867623,-73.890518,207,15,2127331,2032950001,40501,BX0702,"(40.867623, -73.890518)"
EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,K,19,ELECTRICAL WORK FOR A/C INITIATIVE,4510,CIP,K072,605 SHEPHERD AVENUE,Brooklyn,11208,BROOKLYN,40.669387,-73.879614,305,42,3090219,3040690001,1164,BK0502,"(40.669387, -73.879614)"
P.S. 3 - MANHATTAN,M,2,IPDVS CAMERA INSTALLATION,420000,CIP,M003,490 HUDSON STREET,Manhattan,10014,MANHATTAN,40.732593,-74.006466,102,3,1009872,1005850041,73,MN0203,"(40.732593, -74.006466)"
P.S. 15 - BRONX,X,10,IPDVS INSTALLATIONS,495995,CIP,X015,2195 ANDREWS AVENUE,Bronx,10453,BRONX,40.85881,-73.909746,207,14,2096013,2032240009,255,BX0701,"(40.85881, -73.909746)"
J.H.S. 194 - QUEENS,Q,25,IPDVS INSTALLATIONS,642869,CIP,Q194,154-60 17 AVENUE,Queens,11357,QUEENS,40.78365,-73.807838,407,19,4107342,4047290001,1029,QN0702,"(40.78365, -73.807838)"
BAYSIDE HIGH SCHOOL - QUEENS,Q,26,FY19 RESO A ROOM CONVERSION,978000,CIP,Q405,32-24 CORPORAL KENNEDY STREET,Queens,11361,QUEENS,40.771755,-73.780296,411,19,4134578,4060440001,1097,QN1102,"(40.771755, -73.780296)"
P.S. 70 - QUEENS,Q,30,REINFORCING SUPPORT ELEMENTS,355920.77,CIP,Q070,30-45 42 STREET,Queens,11103,QUEENS,40.762103,-73.914227,401,22,4442503,4006960014,149,QN0104,"(40.762103, -73.914227)"
SCHOOL OF DIPLOMACY,X,11,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS,27327000,CIP,X113,3710 BARNES AVENUE,Bronx,10467,BRONX,40.880873,-73.860904,212,12,2058396,2046750020,390,BX1201,"(40.880873, -73.860904)"
P.S. 122 - QUEENS,Q,30,LSP DOMESTIC WATER HEATER,152258.92,CIP,Q122,21-21 DITMARS BOULEVARD,Queens,11105,QUEENS,40.780347,-73.916655,401,22,4019633,4008800001,103,QN0101,"(40.780347, -73.916655)"
P.S. 140 - BRONX,X,8,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS,3935776,CIP,X140,916 EAGLE AVENUE,Bronx,10456,BRONX,40.823289,-73.907948,203,17,2004469,2026270009,18502,BX0301,"(40.823289, -73.907948)"
I.S. 281 - BROOKLYN,K,21,EXTERIOR MASONRY / ROOFS / WINDOWS,14817000,CIP,K281,8787 24 AVENUE,Brooklyn,11214,BROOKLYN,40.595341,-73.993457,311,47,3186626,3068910001,304,BK1103,"(40.595341, -73.993457)"
HILLCREST HS - QUEENS,Q,28,CONCRETE COURTYARD PLAZA & STAIRS / RETAINING WALLS,2470000,CIP,Q505,160-05 HIGHLAND AVENUE,Queens,11432,QUEENS,40.709079,-73.801856,408,24,4448767,4097740001,448,QN0805,"(40.709079, -73.801856)"
I.S. 204 - QUEENS,Q,30,FY22 RESO A GYMNASIUM UPGRADE,60000,CIP,Q204,36-41 28 STREET,Queens,11106,QUEENS,40.757065,-73.932664,401,26,4004156,4003430001,51,QN0105,"(40.757065, -73.932664)"
I.S. 362 - MANHATTAN,M,5,FIRE ALARM SYSTEM REPLACEMENT / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / VENTILATION,21791000,CIP,M125,425 WEST 123 STREET,Manhattan,10027,MANHATTAN,40.810431,-73.955809,109,7,1059526,1019640012,20901,MN0901,"(40.810431, -73.955809)"
Q721 SPED - QUEENS,Q,24,FY21 RESO A PLAYGROUND UPGRADE,605000,CIP,Q722,57-12 94TH STREET,Queens,11373,QUEENS,40.736003,-73.867478,404,25,4462647,4018730050,683,QN0401,"(40.736003, -73.867478)"
X352 SPED - BRONX,X,8,COVID VENTILATION,3455000,CIP,X075,984 FAILE STREET,Bronx,10459,BRONX,40.822719,-73.889435,202,17,2006079,2027470001,119,BX0202,"(40.822719, -73.889435)"
P.S. 202 - BROOKLYN,K,19,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS,25725725,CIP,K202,982 HEGEMAN AVENUE,Brooklyn,11208,BROOKLYN,40.666417,-73.876563,305,42,3098664,3044770001,1116,BK0503,"(40.666417, -73.876563)"
P.S. 38 - QUEENS,Q,29,EXTERIOR MASONRY / FLOOD ELIMINATION / HVAC / CLASSROOM AIR HANDLING UNITS / PARAPETS / ROOFS / WINDOWS,14293000,CIP,Q038,135-21 241 STREET,Queens,11422,QUEENS,40.671561,-73.734043,413,31,4284236,4132220001,638,QN1307,"(40.671561, -73.734043)"
SAINT JOHN'S DAY CARE CENTER,K,17,ACS EARLY LEARN LEASE IMPROVEMENT,2532588,CIP,KBOR,813 STERLING PLACE,Brooklyn,11216,BROOKLYN,40.672613,-73.95161,308,36,3031515,3012400056,31701,BK0802,"(40.672613, -73.95161)"
P.S. 49 - BRONX,X,7,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEM,15700000,CIP,X049,383 EAST 139 STREET,Bronx,10454,BRONX,40.810085,-73.923102,201,8,2000626,2023020040,39,BX0101,"(40.810085, -73.923102)"
K396 SPED - BROOKLYN,K,23,FIRE ALARM REPLACEMENT,1553881,CIP,K327,111 BRISTOL STREET,Brooklyn,11212,BROOKLYN,40.668475,-73.912351,316,41,3081032,3035200008,924,BK1602,"(40.668475, -73.912351)"
I.S. 78 - BROOKLYN,K,22,LSP HOT WATER  HEATER & VACUUM PUMP,663750,CIP,K078,1420 EAST 68 STREET,Brooklyn,11234,BROOKLYN,40.621224,-73.91287,318,46,3236496,3083880002,69602,BK1802,"(40.621224, -73.91287)"
BRONX LAB SCHOOL - BRONX,X,11,INTERIOR SPACES,140000,CIP,X425,800 EAST GUN HILL ROAD,Bronx,10467,BRONX,40.875953,-73.86197,212,12,2057045,2046330040,372,BX1201,"(40.875953, -73.86197)"
GREGORIO LUPERON PREP. SCHOOL - M,M,6,FY20 RESO A GYMNASIUM UPGRADE,116000,CIP,M876,501 WEST 165 STREET,Manhattan,10032,MANHATTAN,40.838159,-73.938639,112,10,1085733,1021230045,251,MN1201,"(40.838159, -73.938639)"
P.S. 65 - BRONX,X,7,COVID VENTILATION,4420000,CIP,X065,677 EAST 141 STREET,Bronx,10454,BRONX,40.807335,-73.912731,201,8,2003834,2025710001,33,BX0101,"(40.807335, -73.912731)"
P.S. 312 - BROOKLYN,K,22,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEM,15317000,CIP,K312,7103 AVENUE T,Brooklyn,11234,BROOKLYN,40.621413,-73.908987,318,46,3236665,3083930001,69602,BK1802,"(40.621413, -73.908987)"
