BIN,Accident Report ID,Incident Date,Record Type Description,Check2 Description,Fatality,Injury,House Number,Street Name,Borough,Block,Lot,Postcode,Latitude,Longitude,Community Board,Council District,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020)
3061319,43752,09/17/2024,Incident,Excavation/Soil Work,0,0,157,LORIMER STREET,Brooklyn,2242,51,11206,40.703296,-73.949143,301,33,3022420051,509,BK0103
3000146,43339,06/06/2024,Accident,Other Construction Related,0,1,218,FRONT STREET,Brooklyn,55,20,11201,40.702309,-73.983698,302,33,3000550020,21,BK0202
3338398,43052,04/02/2024,Accident,Material Failure (Fell),0,1,200,MAUJER STREET,Brooklyn,3027,1,11206,40.711095,-73.941645,301,34,3030270001,49301,BK0104
1091739,43570,07/31/2024,Accident,Material Failure (Fell),0,1,40,WEST 137 STREET,Manhattan,1734,2,10037,40.814603,-73.938039,110,09,1017340002,212,MN1002
4006620,42702,01/15/2024,Accident,Worker Fell,0,1,31-41,23 STREET,Queens,568,12,11106,40.765712,-73.929359,401,22,4005680012,75,QN0103
1050357,42765,01/30/2024,Accident,Material Failure (Fell),0,1,1522,1 AVENUE,Manhattan,1559,50,10075,40.772632,-73.952462,108,05,1015590001,13603,MN0803
1041930,43182,04/25/2024,Incident,Mechanical Construction Equipment,0,0,1026,3 AVENUE,Manhattan,1395,39,10065,40.762668,-73.965786,108,04,1013950039,11402,MN0802
4623739,43088,04/08/2024,Accident,Worker Fell,0,1,2-21,MALT DRIVE,Queens,11,1,,,,,,4000110003,,
3023696,43144,04/16/2024,Incident,Mechanical Construction Equipment,0,0,270,14 STREET,Brooklyn,1042,12,11215,40.665854,-73.988173,306,39,3010420012,14101,BK0602
2018398,43837,10/15/2024,Accident,Worker Fell,0,1,3315,HULL AVENUE,Bronx,3348,71,10467,40.877114,-73.874219,207,11,2033480071,42902,BX0703
3816613,43842,10/16/2024,Accident,Worker Fell,0,1,97,GLENMORE AVENUE,Brooklyn,3692,1,11212,40.671537,-73.907191,316,37,3036920001,908,BK1602
4026246,43845,10/16/2024,Incident,Excavation/Soil Work,0,0,32-59,68 STREET,Queens,1164,64,11377,40.75477,-73.898637,403,25,4011640064,30906,QN0301
4624033,43847,10/16/2024,Accident,Other Construction Related,0,1,23-10,42 ROAD,Queens,428,19,11101,40.750555,-73.942664,402,26,4004280019,1903,QN0201
2007695,43851,10/17/2024,Accident,Scaffold/Shoring Installations,0,1,2017,GRAND CONCOURSE,Bronx,2808,90,10453,40.851716,-73.904197,205,14,2028080090,23501,BX0502
1091738,43855,10/18/2024,Accident,Worker Fell,0,1,280,EAST HOUSTON STREET,Manhattan,397,58,10002,40.721627,-73.984307,103,02,1003977503,3002,MN0303
4437366,43856,10/18/2024,Accident,Other Construction Related,0,1,48-37,48 STREET,Queens,2292,7,11377,40.738775,-73.917667,402,26,4022920007,23501,QN0202
4623202,43853,10/17/2024,Accident,Other Construction Related,0,1,35-15,19 AVENUE,Queens,814,10,11105,40.780061,-73.901942,401,22,4008140010,10701,QN0101
1007174,43858,10/18/2024,Accident,Other Construction Related,0,1,174,MOTT STREET,Manhattan,479,40,10012,40.720245,-73.995996,102,01,1004790040,41,MN0201
1091010,43850,10/17/2024,Accident,Other Construction Related,0,1,270,PARK AVENUE,Manhattan,1283,21,10017,40.755641,-73.975109,105,04,1012830021,94,MN0502
1047390,43867,10/22/2024,Accident,Worker Fell,0,1,1133,5 AVENUE,Manhattan,1506,3,10128,40.786909,-73.956478,108,05,1015060003,16001,MN0802
1034211,43977,11/19/2024,Incident,Other Construction Related,0,0,520,5 AVENUE,Manhattan,1259,35,10036,40.754421,-73.980213,105,04,1012590035,96,MN0502
1060875,43984,11/21/2024,Incident,Other Construction Related,0,0,2855,FREDERICK DOUGLAS BOULEVARD,Manhattan,2046,63,10039,40.82741,-73.938587,110,09,1020460063,23502,MN1002
1063702,43980,11/20/2024,Incident,Other Construction Related,0,0,511,WEST 181 STREET,Manhattan,2155,28,10033,40.848346,-73.931397,112,10,1021550028,269,MN1202
1023724,43943,11/11/2024,Accident,Other Construction Related,0,1,125,WEST 57 STREET,Manhattan,1010,15,10019,40.764727,-73.978142,105,06,1010100015,137,MN0502
2130685,43974,11/14/2024,Accident,Other Construction Related,0,1,221 D,MANIDA STREET,Bronx,2777,100,10474,40.805223,-73.885975,202,17,2027770100,9302,BX0201
3429247,43925,11/05/2024,Accident,Worker Fell,0,1,487,4 AVENUE,Brooklyn,1028,7,11215,40.668453,-73.990289,306,38,3010280007,139,BK0602
4620885,43921,11/04/2024,Accident,Mechanical Construction Equipment,0,1,26-32,JACKSON AVENUE,Queens,267,21,11101,40.747551,-73.94113,402,26,4002670021,1902,QN0201
1046925,43979,11/20/2024,Accident,Worker Fell,0,1,2,EAST 88 STREET,Manhattan,1499,69,10128,40.782727,-73.959236,108,04,1014990069,15002,MN0802
3428561,43920,11/04/2024,Accident,Other Construction Related,0,1,1215,FULTON STREET,Brooklyn,1842,15,11216,40.680609,-73.952845,303,36,3018420015,245,BK0301
1072007,43931,11/07/2024,Accident,Worker Fell,0,1,667,MADISON AVENUE,Manhattan,1375,49,10065,40.764613,-73.97024,108,04,1013750049,11401,MN0802
3429452,43954,11/15/2024,Accident,Mechanical Construction Equipment,0,1,564,UTICA AVENUE,Brooklyn,4603,1,11203,40.659655,-73.931238,309,41,,878,BK1703
1082732,43958,11/15/2024,Accident,Worker Fell,0,1,484,SECOND AVENUE,Manhattan,934,1,10016,40.740581,-73.978925,106,02,1009340001,66,MN0603
2130685,43987,11/21/2024,Accident,Other Construction Related,0,1,221 D,MANIDA STREET,Bronx,2777,100,10474,40.805223,-73.885975,202,17,2027770100,9302,BX0201
1033105,43967,11/18/2024,Accident,Material Failure (Fell),0,1,215,WEST 84 STREET,Manhattan,1232,14,10024,40.786643,-73.976607,107,06,1012320014,171,MN0702
1080352,43945,11/11/2024,Accident,Worker Fell,0,1,450,11 AVENUE,Manhattan,708,65,10018,40.757406,-74.000787,104,03,1007080065,9903,MN0401
2017590,43969,11/18/2024,Accident,Other Construction Related,0,1,2880,JEROME AVENUE,Bronx,3319,46,10468,40.87181,-73.89161,207,14,2033190046,40701,BX0702
3061068,43947,11/12/2024,Accident,Worker Fell,0,1,316,RUTLEDGE STREET,Brooklyn,2228,16,11211,40.705427,-73.951825,301,33,3022280016,529,BK0103
1085694,43965,11/18/2024,Accident,Worker Fell,0,1,540,1 AVENUE,Manhattan,962,108,10016,40.742066,-73.974757,106,04,1009620108,62,MN0603
3842240,43930,11/05/2024,Accident,Other Construction Related,0,1,15,HUDSON AVENUE,Brooklyn,6,1,11201,40.704645,-73.980975,302,33,,21,BK0202
1080458,43983,11/21/2024,Accident,Worker Fell,0,1,300,EAST 50 STREET,Manhattan,1342,51,10022,40.75472,-73.968172,106,04,1013420051,98,MN0604
3058599,43926,11/05/2024,Accident,Worker Fell,0,1,19,ROCKWELL PLACE,Brooklyn,2095,10,11217,40.689285,-73.979418,302,35,3020950010,33,BK0203
3061068,43957,11/15/2024,Accident,Worker Fell,0,1,316,RUTLEDGE STREET,Brooklyn,2228,16,11211,40.705427,-73.951825,301,33,3022280016,529,BK0103
1091791,43998,11/25/2024,Incident,Mechanical Construction Equipment,0,0,205,EAST 110 STREET,Manhattan,1660,1,10029,40.793971,-73.942403,111,08,1016607503,180,MN1102
1015733,44007,11/27/2024,Incident,Material Failure (Fell),0,1,262,5 AVENUE,Manhattan,830,44,10001,40.745081,-73.987019,105,03,1008300044,76,MN0501
